,41
488659,smurf.
153327,smurf.
378439,neptune.
436830,smurf.
190382,smurf.
320950,smurf.
363937,neptune.
258242,smurf.
201096,smurf.
464184,neptune.
293715,smurf.
275144,smurf.
382857,neptune.
407746,smurf.
253633,smurf.
311463,smurf.
70724,neptune.
202638,smurf.
176379,smurf.
134974,smurf.
280050,smurf.
58253,neptune.
193489,smurf.
337316,smurf.
198248,smurf.
311127,smurf.
56364,neptune.
403663,smurf.
294205,smurf.
323746,smurf.
476745,neptune.
242972,smurf.
219269,smurf.
425679,smurf.
258021,smurf.
381889,neptune.
272918,smurf.
465575,neptune.
101992,smurf.
384423,neptune.
375016,neptune.
306048,smurf.
421901,smurf.
393777,neptune.
463144,neptune.
488822,smurf.
310456,smurf.
209795,smurf.
477433,neptune.
490405,smurf.
264354,smurf.
389426,neptune.
444358,smurf.
395954,neptune.
151798,smurf.
402514,smurf.
176509,smurf.
321334,smurf.
374451,neptune.
306277,smurf.
468110,neptune.
311689,smurf.
68391,neptune.
311716,smurf.
477180,neptune.
214503,smurf.
396256,neptune.
284709,smurf.
300637,smurf.
247520,smurf.
410706,smurf.
176278,smurf.
384590,neptune.
360050,neptune.
273921,smurf.
182874,smurf.
110182,neptune.
363614,neptune.
250370,smurf.
393854,neptune.
269994,smurf.
378405,neptune.
429447,smurf.
338104,smurf.
415653,smurf.
290658,smurf.
256982,smurf.
125472,neptune.
251378,smurf.
62805,neptune.
396595,neptune.
251491,smurf.
245452,smurf.
291775,smurf.
411320,smurf.
236565,smurf.
193652,smurf.
435466,smurf.
338119,smurf.
377666,neptune.
286031,smurf.
487735,smurf.
241312,smurf.
444225,smurf.
266431,smurf.
284988,smurf.
350676,neptune.
295428,smurf.
249858,smurf.
10554,smurf.
440443,smurf.
248920,smurf.
192441,smurf.
401987,smurf.
188097,smurf.
202209,smurf.
288918,smurf.
166823,smurf.
294076,smurf.
424827,smurf.
173776,smurf.
361609,neptune.
468505,neptune.
448735,smurf.
256075,smurf.
61493,neptune.
424142,smurf.
241379,smurf.
8517,smurf.
388331,neptune.
211191,smurf.
127371,neptune.
352114,neptune.
267619,smurf.
208734,smurf.
166166,smurf.
54127,neptune.
313106,smurf.
462682,neptune.
326891,smurf.
245478,smurf.
195203,smurf.
313909,smurf.
299706,smurf.
449246,smurf.
433223,smurf.
286731,smurf.
154124,smurf.
316392,smurf.
490363,smurf.
354953,neptune.
96597,smurf.
178670,smurf.
321749,smurf.
485596,neptune.
172797,smurf.
150830,smurf.
101666,smurf.
206930,smurf.
436854,smurf.
92188,smurf.
350940,neptune.
442397,smurf.
470731,neptune.
191925,smurf.
263570,smurf.
197183,smurf.
423683,smurf.
414050,smurf.
350991,neptune.
383250,neptune.
341372,smurf.
202713,smurf.
127897,neptune.
401238,smurf.
477561,neptune.
99717,smurf.
179747,smurf.
288883,smurf.
101891,smurf.
63761,neptune.
183334,smurf.
193831,smurf.
161328,smurf.
464733,neptune.
388631,neptune.
376729,neptune.
404288,smurf.
389105,neptune.
397468,smurf.
116214,neptune.
292253,smurf.
73346,neptune.
95570,smurf.
183921,smurf.
204287,smurf.
368326,neptune.
238022,smurf.
322020,smurf.
329299,smurf.
113084,neptune.
99488,smurf.
334949,smurf.
238774,smurf.
245582,smurf.
47386,smurf.
409197,smurf.
407937,smurf.
151498,smurf.
228257,smurf.
44331,smurf.
258828,smurf.
417774,smurf.
363005,neptune.
442184,smurf.
354436,neptune.
191495,smurf.
217482,smurf.
402580,smurf.
229394,smurf.
385559,neptune.
462056,neptune.
151893,smurf.
8235,smurf.
95196,smurf.
418651,smurf.
387800,neptune.
313741,smurf.
428009,smurf.
468932,neptune.
325017,smurf.
123758,neptune.
393604,neptune.
150340,smurf.
320725,smurf.
321974,smurf.
460752,neptune.
44659,smurf.
183846,smurf.
366717,neptune.
308285,smurf.
244881,smurf.
390771,neptune.
449046,smurf.
173674,smurf.
101895,smurf.
60855,neptune.
222742,smurf.
67516,neptune.
244445,smurf.
442978,smurf.
9372,smurf.
131933,smurf.
369619,neptune.
219150,smurf.
308273,smurf.
381738,neptune.
62363,neptune.
203841,smurf.
421151,smurf.
416232,smurf.
99136,smurf.
487905,smurf.
244547,smurf.
204411,smurf.
355424,neptune.
263797,smurf.
282732,smurf.
320427,smurf.
411866,smurf.
65250,neptune.
287421,smurf.
234998,smurf.
163175,smurf.
246740,smurf.
118668,neptune.
469614,neptune.
8064,smurf.
367077,neptune.
391242,neptune.
214807,smurf.
467590,neptune.
163219,smurf.
247154,smurf.
364644,neptune.
338142,smurf.
187138,smurf.
356598,neptune.
177025,smurf.
94907,smurf.
246651,smurf.
187284,smurf.
188789,smurf.
472624,neptune.
417647,smurf.
476064,neptune.
471550,neptune.
157859,smurf.
215699,smurf.
66919,neptune.
185196,smurf.
133248,smurf.
399929,smurf.
163835,smurf.
175378,smurf.
294704,smurf.
117974,neptune.
306348,smurf.
255150,smurf.
477177,neptune.
122318,neptune.
134979,smurf.
336522,smurf.
423922,smurf.
477255,neptune.
198965,smurf.
308246,smurf.
258647,smurf.
265298,smurf.
380554,neptune.
382864,neptune.
130248,smurf.
323173,smurf.
315662,smurf.
383662,neptune.
173724,smurf.
181864,smurf.
101724,smurf.
292832,smurf.
223797,smurf.
341135,smurf.
57732,neptune.
199668,smurf.
357849,neptune.
421344,smurf.
335762,smurf.
224006,smurf.
473227,neptune.
462907,neptune.
176144,smurf.
360631,neptune.
301894,smurf.
278528,smurf.
425595,smurf.
320866,smurf.
280998,smurf.
122827,neptune.
194345,smurf.
365211,neptune.
50542,smurf.
170667,smurf.
66588,neptune.
476975,neptune.
320040,smurf.
406670,smurf.
442273,smurf.
366828,neptune.
212989,smurf.
475142,neptune.
